#mm10.knownToEnsembl.name	mm10.knownToEnsembl.value	mm10.kgXref.geneSymbol	mm10.kgXref.refseq
uc008kge.3	ENSMUST00000065889	Cwc22	NM_001290740
uc008kgi.3	ENSMUST00000065889	Cwc22	
uc008kgj.3	ENSMUST00000127351	Cwc22	
uc029tyf.1	ENSMUST00000099974	Cerkl	
uc029tyg.1	ENSMUST00000099974	Cerkl	
uc029tyh.1	ENSMUST00000099974	Cerkl	
uc029tyi.1	ENSMUST00000099974	Cerkl	NM_001048176
uc029tyj.1	ENSMUST00000099974	Cerkl	NM_001048176
uc029tyl.1	ENSMUST00000099974	Cerkl	
uc029tym.1	ENSMUST00000099974	Cerkl	NM_001048176
uc029tyn.1	ENSMUST00000099974	Cerkl	
uc029tyk.1	ENSMUST00000099974	Cerkl	NM_001048176
uc008kgs.1	ENSMUST00000099974	Cerkl	NM_001048176
uc029tyo.1	ENSMUST00000099974	Cerkl	
uc029typ.1	ENSMUST00000099974	Cerkl	
uc029tyq.1	ENSMUST00000099974	Cerkl	NM_001048176
uc029tyr.1	ENSMUST00000099974	Cerkl	NM_001048176
uc029tys.1	ENSMUST00000099974	Cerkl	
uc029tyt.1	ENSMUST00000099974	Cerkl	NM_001048176
uc029tyu.1	ENSMUST00000099974	Cerkl	NM_001048176
uc029tyv.1	ENSMUST00000099974	Cerkl	NM_001048176
uc029tyw.1	ENSMUST00000099974	Cerkl	
uc012bxx.1	ENSMUST00000099974	Cerkl	
uc029tyx.1	ENSMUST00000099974	Cerkl	NM_001048176
uc029tzg.1	ENSMUST00000099974	Cerkl	NM_001048176
uc029tzh.1	ENSMUST00000099974	Cerkl	NM_001048176
uc029tyy.1	ENSMUST00000099974	Cerkl	NM_001048176
uc029tyz.1	ENSMUST00000099974	Cerkl	NM_001048176
uc029tza.1	ENSMUST00000099974	Cerkl	NM_001048176
uc029tzb.1	ENSMUST00000099974	Cerkl	
uc029tzc.1	ENSMUST00000099974	Cerkl	NM_001048176
uc029tzd.1	ENSMUST00000099974	Cerkl	NM_001048176
uc029tze.1	ENSMUST00000099974	Cerkl	NM_001048176
uc029tzf.1	ENSMUST00000099974	Cerkl	
uc008kgt.1	ENSMUST00000041099	Neurod1	NM_010894
uc008khe.1	ENSMUST00000102651	Pde1a	NM_001009979
uc008khf.1	ENSMUST00000102652	Pde1a	NM_001009978
uc012bya.1	ENSMUST00000090756	Pde1a	NM_001355144
uc008khg.1	ENSMUST00000134739	Pde1a	NM_001355142
uc012bxz.1	ENSMUST00000102655	Pde1a	NM_016744
uc008khd.2	ENSMUST00000102655	Pde1a	NM_001159582
uc008khl.1	ENSMUST00000028389	Frzb	NM_011356
uc008khn.2	ENSMUST00000111760	Nckap1	NM_001290745
uc008khm.2	ENSMUST00000028386	Nckap1	NM_016965
uc012byb.2	ENSMUST00000028386	Nckap1	
uc029tzi.1	ENSMUST00000118105	AB351889	
uc008khw.1	ENSMUST00000128608	A130030D18Rik	
uc008kif.1	ENSMUST00000038223	Zswim2	NM_027964
uc008kig.1	ENSMUST00000152829	Zswim2	NM_027964
uc008kii.4	ENSMUST00000074262	Calcrl	NM_018782
uc008kim.1	ENSMUST00000111711	Tfpi	NM_011576
uc008kij.1	ENSMUST00000028487	Tfpi	NM_011576
uc008kik.2	ENSMUST00000111714	Tfpi	NM_001177319
uc008kil.1	ENSMUST00000090732	Tfpi	NM_001177320
uc029tzj.1	ENSMUST00000126679	Gm13710	NR_046046
uc008kiu.1	ENSMUST00000189772	Ctnnd1	NM_001355067
uc008kio.1	ENSMUST00000036811	Ctnnd1	NM_001355065
uc008kip.1	ENSMUST00000111694	Ctnnd1	NM_001085450
uc008kiq.1	ENSMUST00000111694	Ctnnd1	NM_007615
uc008kir.1	ENSMUST00000111697	Ctnnd1	NM_001085448
uc008kis.1	ENSMUST00000111670	Ctnnd1	NM_001085449
uc008kit.1	ENSMUST00000111697	Ctnnd1	NM_001355067
uc008kiv.3	ENSMUST00000117299	Selenoh	NM_001037279
uc008kiw.2	ENSMUST00000117299	Selenoh	NM_001033166
uc056znl.1	ENSMUST00000111665	Tmx2	NM_001290751
uc008kix.2	ENSMUST00000111665	Tmx2	NM_025868
uc008kiz.2	ENSMUST00000035840	Zdhhc5	NM_144887
uc008kja.1	ENSMUST00000028475	Clp1	NM_133840
uc008kjb.1	ENSMUST00000028475	Clp1	
uc012bym.1	ENSMUST00000083550	Mir130a	NR_029544
uc008kjd.2	ENSMUST00000023994	Serping1	NM_009776
uc008kje.2	ENSMUST00000023994	Serping1	NM_009776
uc008kjg.1	ENSMUST00000028471	Smtnl1	NM_024230
uc008kjm.1	ENSMUST00000054514	Rtn4rl2	NM_199223
uc008kjs.1	ENSMUST00000127839	AK019679	
uc008kjr.1	ENSMUST00000028465	P2rx3	NM_145526
uc008kjz.1	ENSMUST00000135659	4930443O20Rik	NR_040504
uc012byq.1	ENSMUST00000099930	Lrrc55	NM_001033346
uc008kkc.1	ENSMUST00000111601	Lrrc55	NM_001033346
uc008kkd.1	ENSMUST00000099929	Olfr987	NM_001011785
uc008kke.1	ENSMUST00000099928	Olfr988	NM_001011534
uc008kkf.1	ENSMUST00000099927	Olfr992	NM_146865
uc008kkg.1	ENSMUST00000099926	Olfr993	NM_146435
uc008kkh.1	ENSMUST00000099925	Olfr994	NM_146433
uc008kki.1	ENSMUST00000099924	Olfr995	NM_146434
uc008kkj.1	ENSMUST00000099923	4833423E24Rik	NM_001081664
uc008kkm.1	ENSMUST00000099921	Olfr1000	NM_001011695
uc008kkn.1	ENSMUST00000099920	Olfr1002	NM_146573
uc008kko.2	ENSMUST00000099918	Olfr154	NM_013728
uc033hns.1	ENSMUST00000099917	Olfr1006	NM_146570
uc008kkp.1	ENSMUST00000099919	Olfr1006	NM_146570
uc008kkt.1	ENSMUST00000099916	Olfr1012	NM_146568
uc008kkx.1	ENSMUST00000099915	Olfr1016	NM_001011758
uc008kkz.1	ENSMUST00000102634	Olfr1019	NM_147015
uc008kld.1	ENSMUST00000099912	Olfr1024	NM_001005230
uc008kln.2	ENSMUST00000099911	Olfr1037	NM_001011532
uc008klp.1	ENSMUST00000099910	Olfr1039	NM_001011784
uc008klq.1	ENSMUST00000099909	Olfr1040	NM_207561
uc008klr.2	ENSMUST00000099908	Olfr1042	NM_001011777
uc008kls.1	ENSMUST00000099907	Olfr1043	NM_146577
uc008klt.1	ENSMUST00000099906	Olfr1044	NM_147011
uc008klu.1	ENSMUST00000099905	Olfr52	NM_146583
uc008klv.1	ENSMUST00000099904	Olfr1045	NM_147017
uc008klw.1	ENSMUST00000099902	Olfr1046	NM_146582
uc008klx.1	ENSMUST00000099901	Olfr1047	NM_147012
uc008kly.1	ENSMUST00000099900	Olfr1048	NM_147014
uc008klz.1	ENSMUST00000099899	Olfr1049	NM_147016
uc008kma.1	ENSMUST00000099898	Olfr1051	NM_207562
uc012bys.1	ENSMUST00000099897	Olfr1053	NM_001177857
uc008kmc.1	ENSMUST00000099895	Olfr1054	NM_147019
uc008kmd.3	ENSMUST00000099894	Olfr1055	NM_001310551
uc008kme.2	ENSMUST00000099893	Olfr1056	NM_147018
uc008kmf.1	ENSMUST00000099892	Olfr1057	NM_207563
uc008kmg.1	ENSMUST00000102631	Olfr1058	NM_146391
uc008kmh.1	ENSMUST00000099889	Olfr1061	NM_207134
uc008kmi.1	ENSMUST00000105213	Olfr1062	NM_147078
uc008kmj.2	ENSMUST00000099886	Olfr1065	NM_146408
uc008kmk.1	ENSMUST00000099885	Olfr1066	NM_001011735
uc008kml.1	ENSMUST00000099883	Olfr228	NM_146405
uc008kmn.1	ENSMUST00000099882	Olfr1079	NM_146407
uc033hnu.1	ENSMUST00000099881	Olfr1080	NM_146409
uc033hnv.1	ENSMUST00000111578	Olfr1082	NM_207674
uc008kmr.1	ENSMUST00000099880	Olfr1084	NM_207135
uc008kms.1	ENSMUST00000099879	Olfr1085	NM_146590
uc008kmt.1	ENSMUST00000099878	Olfr1086	NM_146592
uc008kmu.1	ENSMUST00000099877	Olfr1087	NM_146846
uc008kmv.1	ENSMUST00000099876	Olfr1089	NM_001011771
uc008kmw.1	ENSMUST00000099875	Olfr1090	NM_146847
uc008kmy.1	ENSMUST00000105212	Olfr141	NM_181818
uc008kna.1	ENSMUST00000099874	Olfr1095	NM_146730
uc008knb.2	ENSMUST00000111576	Olfr1097	NM_146843
uc008knc.1	ENSMUST00000099872	Olfr1098	NM_146845
uc008knd.1	ENSMUST00000099871	Olfr1099	NM_146768
uc008kne.1	ENSMUST00000094913	Olfr1100	NM_146594
uc008knf.1	ENSMUST00000099870	Olfr1101	NM_146591
uc008knh.1	ENSMUST00000099869	Olfr1104	NM_146767
uc008kni.1	ENSMUST00000099868	Olfr1105	NM_001011825
uc008knj.1	ENSMUST00000099867	Olfr1106	NM_146752
uc008knk.3	ENSMUST00000099865	Olfr1107	NM_146844
uc008knl.1	ENSMUST00000099863	Olfr1109	NM_146766
uc008knm.1	ENSMUST00000099862	Olfr259	NM_146770
uc008knn.1	ENSMUST00000099861	Olfr1110	NM_146769
uc008kno.2	ENSMUST00000099860	Olfr1111	NM_146593
uc008koa.1	ENSMUST00000026957	Pramel7	NM_178250
uc008kod.1	ENSMUST00000102624	Olfr1128	NM_146349
uc008koh.1	ENSMUST00000090711	Olfr1132	NM_146836
uc008koi.1	ENSMUST00000099855	Olfr1133	NM_146351
uc033hnx.1	ENSMUST00000099854	Olfr1134	NM_147030
uc008koj.2	ENSMUST00000099857	Olfr1134	NM_147030
uc008kok.1	ENSMUST00000099853	Olfr1135	NM_146660
uc008kol.2	ENSMUST00000099852	Olfr1136	NM_146659
uc008kom.1	ENSMUST00000099850	Olfr1137	NM_001011833
uc008kon.1	ENSMUST00000099848	Olfr1138	NM_146639
uc008kop.1	ENSMUST00000099846	Olfr1141	NM_146637
uc008kox.1	ENSMUST00000099844	Olfr1154	NM_146647
uc008koy.1	ENSMUST00000099843	Olfr1155	NM_146643
uc008koz.1	ENSMUST00000099842	Olfr1156	NM_146817
uc033hny.1	ENSMUST00000099841	Olfr1157	NM_146849
uc008kpb.1	ENSMUST00000099840	Olfr74	NM_054091
uc008kpd.1	ENSMUST00000099839	Olfr1160	NM_146649
uc008kpf.1	ENSMUST00000099838	Olfr73	NM_054090
uc008kpg.1	ENSMUST00000099837	Olfr1162	NM_001011835
uc008kph.2	ENSMUST00000099835	Olfr1163	NM_146644
uc008kpi.2	ENSMUST00000099834	Olfr1164	NM_146641
uc008kpk.3	ENSMUST00000099833	Olfr1166	NM_146650
uc008kpl.2	ENSMUST00000099832	Olfr1167	NM_146294
uc008kpn.1	ENSMUST00000099831	Olfr1170	NM_146532
uc008kpo.1	ENSMUST00000099830	Olfr1173	NM_207566
uc008kpr.1	ENSMUST00000099825	Olfr1179	NM_146917
uc008kps.2	ENSMUST00000099824	Olfr1180	NM_146918
uc008kpt.1	ENSMUST00000099823	Olfr1181	NM_001011816
uc033hnz.1	ENSMUST00000102619	Olfr1182	NM_001011535
uc008kpu.2	ENSMUST00000179450	Olfr1182	NM_001011535
uc008kqb.1	ENSMUST00000099818	Olfr1195	NM_146753
uc008kqc.1	ENSMUST00000104892	Olfr1196	NM_146464
uc008kqd.1	ENSMUST00000099815	Olfr1197	NM_001005225
uc008kqe.1	ENSMUST00000099814	Olfr1198	NM_207567
uc008kqf.1	ENSMUST00000099813	Olfr1199	NM_146458
uc008kqg.1	ENSMUST00000099811	Olfr1200	NM_001005227
uc008kqm.1	ENSMUST00000099810	Olfr1208	NM_146778
uc008kqn.1	ENSMUST00000099809	Olfr1209	NM_146461
uc008kqo.1	ENSMUST00000099808	Olfr1211	NM_001011804
uc033hoa.1	ENSMUST00000099806	Olfr1213	NM_146898
uc008kqq.2	ENSMUST00000168169	Olfr1213	NM_146898
uc008kqr.1	ENSMUST00000099804	Olfr1214	NM_146897
uc008kqs.2	ENSMUST00000188399	Olfr1215	NM_146459
uc008kqt.1	ENSMUST00000099800	Olfr1216	NM_146893
uc008kqu.2	ENSMUST00000099799	Olfr1217	NM_146901
uc008kqv.1	ENSMUST00000099798	Olfr1218	NM_146818
uc008kqw.1	ENSMUST00000099797	Olfr1219	NM_146899
uc008kqx.2	ENSMUST00000099789	Olfr1220	NM_146900
uc008kqy.1	ENSMUST00000099795	Olfr1221	NM_146902
uc008kqz.1	ENSMUST00000099794	Olfr1222	NM_001011860
uc033hob.1	ENSMUST00000099793	Olfr1223	NM_146892
uc008krb.2	ENSMUST00000188861	Olfr1225	NM_146891
uc008krc.1	ENSMUST00000099790	Olfr1226	NM_146967
uc008krd.1	ENSMUST00000190757	Olfr1228	NM_146971
uc008kre.1	ENSMUST00000099788	Olfr1229	NM_001011761
uc008krf.1	ENSMUST00000099787	Olfr1230	NM_146789
uc008krg.1	ENSMUST00000099786	Olfr1231	NM_146454
uc008krh.1	ENSMUST00000099785	Olfr1232	NM_146323
uc008kri.1	ENSMUST00000099784	Olfr1233	NM_146972
uc008krj.1	ENSMUST00000099783	Olfr1234	NM_146973
uc008krk.1	ENSMUST00000099781	Olfr1238	NM_146790
uc008krl.1	ENSMUST00000099780	Olfr1239	NM_146970
uc008krm.2	ENSMUST00000187363	Olfr1240	NM_146808
uc008krn.1	ENSMUST00000099778	Olfr1241	NM_146455
uc008kro.2	ENSMUST00000099777	Olfr1242	NM_146968
uc008krp.1	ENSMUST00000099775	Olfr1243	NM_146969
uc008krq.2	ENSMUST00000099766	Olfr1245	NM_146788
uc008krr.2	ENSMUST00000191053	Olfr1246	NM_146792
uc008krs.2	ENSMUST00000099771	Olfr1247	NM_146966
uc008krt.2	ENSMUST00000186710	Olfr1248	NM_146791
uc008kru.1	ENSMUST00000099769	Olfr1249	NM_001011796
uc008krv.1	ENSMUST00000099768	Olfr1250	NM_146965
uc008krw.1	ENSMUST00000188085	Olfr1251	NM_001011529
uc008krx.1	ENSMUST00000187990	Olfr1252	NM_207568
uc012byu.1	ENSMUST00000099765	Olfr1253	NM_146373
uc008kry.1	ENSMUST00000099764	Olfr1254	NM_146476
uc008ksa.1	ENSMUST00000099763	Olfr1256	NM_146983
uc008ksb.1	ENSMUST00000099762	Olfr48	NM_010990
uc008kse.1	ENSMUST00000090695	Olfr1259	NM_146341
uc008ksj.1	ENSMUST00000099758	Olfr1264	NM_021368
uc008ksl.1	ENSMUST00000099757	Olfr140	NM_020515
uc008ksm.1	ENSMUST00000099756	Olfr1269	NM_146342
uc033hoc.1	ENSMUST00000099755	Olfr32	NM_010980
uc008kso.2	ENSMUST00000099754	Olfr1270	NM_146985
uc012byw.1	ENSMUST00000111504	Gm13769	NM_146265
uc008ksp.1	ENSMUST00000099752	Olfr142	NM_146984
uc008ksq.1	ENSMUST00000099751	Olfr1271	NM_146793
uc008ksr.1	ENSMUST00000099750	Olfr1272	NM_146980
uc008ksu.2	ENSMUST00000111495	Ptprj	NM_001135657
uc008ksv.2	ENSMUST00000168621	Ptprj	NM_008982
uc008ktr.1	ENSMUST00000005647	Ndufs3	NM_026688
uc008ktu.1	ENSMUST00000125001	Ptpmt1	
uc008ktv.1	ENSMUST00000111461	Ptpmt1	NM_025576
uc008ktw.1	ENSMUST00000111461	Ptpmt1	
uc008kue.1	ENSMUST00000146633	AK020549	
uc008kuh.2	ENSMUST00000073575	Slc39a13	NM_001290765
uc008kug.2	ENSMUST00000073575	Slc39a13	NM_026721
uc008kui.2	ENSMUST00000073575	Slc39a13	NR_110981
uc008kum.1	ENSMUST00000111373	Madd	
uc008kun.1	ENSMUST00000111370	Madd	NM_145527
uc029tzn.1	ENSMUST00000075269	Madd	NM_145527
uc029tzo.1	ENSMUST00000075269	Madd	NM_145527
uc029tzp.1	ENSMUST00000075269	Madd	NM_145527
uc008kuq.1	ENSMUST00000075269	Madd	
uc029tzq.1	ENSMUST00000075269	Madd	NM_145527
uc008kus.2	ENSMUST00000099725	Madd	NM_001177720
uc008kuu.2	ENSMUST00000099723	Madd	NM_001177719
uc008kut.2	ENSMUST00000099723	Madd	NM_145527
uc012bzh.1	ENSMUST00000066420	Madd	
uc008kva.2	ENSMUST00000130395	Madd	NM_001177719
uc008kuv.3	ENSMUST00000077941	Madd	NM_001177720
uc008kuw.3	ENSMUST00000111381	Madd	NM_001177720
uc008kux.3	ENSMUST00000111371	Madd	NM_001177720
uc008kuy.3	ENSMUST00000111372	Madd	NM_001177720
uc008kuz.3	ENSMUST00000075269	Madd	NM_001177720
uc008kvb.3	ENSMUST00000135715	Madd	
uc008kvc.2	ENSMUST00000111356	Nr1h3	NM_013839
uc008kvd.2	ENSMUST00000002177	Nr1h3	NM_013839
uc008kve.2	ENSMUST00000002177	Nr1h3	NM_001177730
uc008kvg.3	ENSMUST00000152277	Ddb2	
uc008kvh.3	ENSMUST00000111352	Ddb2	NM_028119
uc008kvi.3	ENSMUST00000111352	Ddb2	
uc008kvj.3	ENSMUST00000135927	Ddb2	
uc008kvl.1	ENSMUST00000180732	AK132189	
uc008kvs.2	ENSMUST00000064652	1110051M20Rik	NM_001311144
uc008kvt.2	ENSMUST00000102594	1110051M20Rik	NM_175123
uc008kvu.2	ENSMUST00000102594	1110051M20Rik	
uc008kwg.2	ENSMUST00000028681	F2	NM_010168
uc057ldo.1	ENSMUST00000099714	Zfp408	NM_001033451
uc008kwh.1	ENSMUST00000111333	Zfp408	NM_001033451
uc012bzj.1	ENSMUST00000111333	Zfp408	NM_001033451
uc012bzk.1	ENSMUST00000111333	Zfp408	NM_001033451
uc008kwn.2	ENSMUST00000076803	Atg13	NM_145528
uc008kww.2	ENSMUST00000111309	Mdk	NM_001291482
uc008kwx.2	ENSMUST00000111309	Mdk	NM_001012335
uc056znr.1	ENSMUST00000111309	Mdk	NM_001291481
uc056zns.1	ENSMUST00000069423	Mdk	NM_001291482
uc008kwy.2	ENSMUST00000069423	Mdk	NM_001012336
uc008kwz.2	ENSMUST00000028672	Mdk	NM_010784
uc012bzm.3	ENSMUST00000028672	Mdk	NM_001291483
uc008kxa.2	ENSMUST00000099709	Dgkz	NM_138306
uc033hoi.1	ENSMUST00000183498	Mir6999	NR_105965
uc008kxe.1	ENSMUST00000111303	Dgkz	NM_001166597
uc008kxb.2	ENSMUST00000111303	Dgkz	NM_001166597
uc008kxc.2	ENSMUST00000028667	Dgkz	NM_138306
uc008kxd.2	ENSMUST00000142231	Dgkz	NM_138306
uc008kxf.1	ENSMUST00000028663	Creb3l1	NM_011957
uc008kxo.3	ENSMUST00000068586	Large2	NM_172670
uc012bzo.2	ENSMUST00000130283	Large2	NM_001290775
uc008kxn.3	ENSMUST00000068586	Large2	NM_001290774
uc008kxm.3	ENSMUST00000068586	Large2	NM_001290773
uc008kxp.3	ENSMUST00000068586	Large2	NM_001166633
uc008kxq.3	ENSMUST00000130283	Large2	
uc008kxr.1	ENSMUST00000146311	Large2	
uc033hoj.1	ENSMUST00000183506	Mir7000	NR_105966
uc008kxv.2	ENSMUST00000111279	Mapk8ip1	NM_001202445
uc008kxw.2	ENSMUST00000111279	Mapk8ip1	NM_001202446
uc008kxx.2	ENSMUST00000050312	Mapk8ip1	NM_011162
uc008kxy.3	ENSMUST00000090559	Cry2	NM_009963
uc008kxz.2	ENSMUST00000111278	Cry2	NM_009963
uc008kya.2	ENSMUST00000125488	Cry2	
uc008kyb.2	ENSMUST00000067631	Slc35c1	NM_211358
uc008kyc.2	ENSMUST00000125276	Slc35c1	NM_145832
uc008lfo.1	ENSMUST00000130441	Prdm11	
uc012bzp.1	ENSMUST00000178666	Prdm11	NM_001177536
uc012bzs.1	ENSMUST00000181716	Tspan18	
uc012bzr.1	ENSMUST00000111265	Tspan18	NM_183180
uc033hom.1	ENSMUST00000111265	Tspan18	NM_183180
uc008lfv.2	ENSMUST00000154951	Tspan18	
uc008lfw.2	ENSMUST00000152141	Tspan18	
uc033hor.1	ENSMUST00000184769	Mir7001	NR_105967
uc033hon.1	ENSMUST00000028644	Cd82	NM_001271462
uc033hoo.1	ENSMUST00000028644	Cd82	NM_001271461
uc033hop.1	ENSMUST00000028644	Cd82	NM_001271432
uc008lfx.2	ENSMUST00000028644	Cd82	NM_007656
uc008lfy.2	ENSMUST00000028644	Cd82	NM_001271430
uc008lfz.2	ENSMUST00000116457	Cd82	NM_001136055
uc033hoq.1	ENSMUST00000116457	Cd82	NM_001271431
uc008lgi.1	ENSMUST00000145838	Ext2	
uc008lge.2	ENSMUST00000184931	Ext2	NM_001355076
uc008lgf.2	ENSMUST00000028623	Ext2	NM_010163
uc008lgg.2	ENSMUST00000028623	Ext2	NM_010163
uc008lgh.2	ENSMUST00000157046	Ext2	
uc008lgj.2	ENSMUST00000111246	Accs	NM_183220
uc008lgk.3	ENSMUST00000111246	Accs	NM_001290782
uc012bzu.2	ENSMUST00000099690	Accsl	
uc012bzv.2	ENSMUST00000099690	Accsl	
uc012bzw.2	ENSMUST00000099690	Accsl	NM_001033452
uc008lgl.2	ENSMUST00000099690	Accsl	NM_001033452
uc012bzx.1	ENSMUST00000099689	Gm13889	NM_001145034
uc008lgm.1	ENSMUST00000126255	Alkbh3	
uc008lgo.1	ENSMUST00000130289	Alkbh3	NM_026944
uc008lgn.1	ENSMUST00000040005	Alkbh3	NM_026944
uc008lgp.1	ENSMUST00000028619	Hsd17b12	NM_019657
uc008lgq.1	ENSMUST00000141955	Hsd17b12	NM_019657
uc012bzz.1	ENSMUST00000083577	Mir129-2	NR_029752
uc012caa.1	ENSMUST00000102380	Mir670	NR_030431
uc008lgr.1	ENSMUST00000129661	AK140370	
uc008lgs.1	ENSMUST00000134563	AK089118	
uc008lgv.1	ENSMUST00000094801	Ttc17	
uc008lgt.1	ENSMUST00000055081	Ttc17	NM_001355690
uc008lgu.1	ENSMUST00000111238	Ttc17	NM_183106
uc008lgx.2	ENSMUST00000028617	Api5	NM_007466
uc008lgy.2	ENSMUST00000028617	Api5	NM_001305258
uc008lhg.1	ENSMUST00000111231	B230118H07Rik	NM_026592
uc008lhh.1	ENSMUST00000111231	B230118H07Rik	NM_026592
uc008lhi.1	ENSMUST00000111231	B230118H07Rik	NM_026592
uc008lhk.2	ENSMUST00000078494	Rag1	NM_009019
uc012cac.1	ENSMUST00000163762	Prr5l	
uc008lhp.2	ENSMUST00000171088	Prr5l	NM_175181
uc008lho.2	ENSMUST00000171088	Prr5l	NM_001083810
uc012cad.1	ENSMUST00000163762	Prr5l	NM_001110849
uc012cae.1	ENSMUST00000058790	Ldlrad3	
uc008lht.3	ENSMUST00000058790	Ldlrad3	NM_001290784
uc008lhr.2	ENSMUST00000058790	Ldlrad3	NM_178886
uc008lhv.1	ENSMUST00000102573	Trim44	NM_020267
uc008lhw.1	ENSMUST00000099678	Fjx1	NM_010218
uc008lic.1	ENSMUST00000143995	Gm13872	
uc008lie.3	ENSMUST00000005218	Cd44	NM_009851
uc008lih.3	ENSMUST00000005218	Cd44	NM_001177785
uc008lif.3	ENSMUST00000005218	Cd44	NM_001039150
uc008lii.3	ENSMUST00000111194	Cd44	NM_001177786
uc008lij.3	ENSMUST00000111194	Cd44	NM_001177787
uc008lig.3	ENSMUST00000111194	Cd44	NM_001039151
uc008lik.1	ENSMUST00000124624	Cd44	NM_001039151
uc008lil.4	ENSMUST00000011058	Pdhx	NM_175094
uc008lim.2	ENSMUST00000111183	Pdhx	NM_175094
uc008lio.1	ENSMUST00000090475	Ehf	NM_007914
uc008lip.1	ENSMUST00000090475	Ehf	NM_007914
uc008liq.1	ENSMUST00000090475	Ehf	
uc008lir.2	ENSMUST00000139065	A930006I01Rik	NR_040332
uc056znz.2	ENSMUST00000144657	BC016548	NR_130965
uc008lis.2	ENSMUST00000153797	BC016548	NR_130964
uc008liw.2	ENSMUST00000028610	Cat	NM_009804
uc008liy.1	ENSMUST00000028608	Nat10	NM_153126
uc008liz.1	ENSMUST00000145189	Nat10	NM_153126
uc008lja.1	ENSMUST00000127581	Nat10	
uc008ljb.2	ENSMUST00000028607	Caprin1	NM_001111289
uc008ljc.2	ENSMUST00000028607	Caprin1	NM_001111290
uc008lje.2	ENSMUST00000111147	Caprin1	NM_001111292
uc008ljd.2	ENSMUST00000028607	Caprin1	NM_016739
uc012cai.1	ENSMUST00000028607	Caprin1	NM_001111291
uc029udp.1	ENSMUST00000143559	4930547E08Rik	NR_040514
uc008ljh.1	ENSMUST00000056170	AK076716	
uc008ljq.2	ENSMUST00000089726	D430041D05Rik	NM_001033347
uc008ljs.1	ENSMUST00000156278	D430041D05Rik	NM_001033347
uc008ljr.2	ENSMUST00000089726	D430041D05Rik	NM_001033347
uc012cap.1	ENSMUST00000122567	Mir1902	NR_035432
uc008ljv.3	ENSMUST00000028600	Hipk3	NM_001145824
uc008lju.3	ENSMUST00000028600	Hipk3	NM_010434
uc008lkb.1	ENSMUST00000028597	Tcp11l1	NM_177190
uc008lkc.1	ENSMUST00000129792	Tcp11l1	NM_177190
uc008lkd.1	ENSMUST00000099659	Pin1rt1	NM_001033768
uc008lke.2	ENSMUST00000028595	Depdc7	NM_144804
uc008lkg.3	ENSMUST00000117237	Qser1	NM_001123327
uc008lkh.1	ENSMUST00000028593	Prrg4	NM_178695
uc008lki.2	ENSMUST00000028593	Prrg4	NM_178695
uc008lkl.2	ENSMUST00000028592	Eif3m	NM_145380
uc008lkn.1	ENSMUST00000172701	Wt1os	NR_015462
uc008lks.1	ENSMUST00000006128	Rcn1	NM_009037
uc056zoc.1	ENSMUST00000194826	Paupar	NR_117095
uc008lkt.1	ENSMUST00000149133	Pax6os1	NR_002867
uc012caq.1	ENSMUST00000149133	Pax6os1	
uc012car.1	ENSMUST00000149133	Pax6os1	
uc012cas.1	ENSMUST00000126948	Pax6os1	
uc008lld.2	ENSMUST00000122965	Elp4	NM_023876
uc008llf.2	ENSMUST00000102555	Dnajc24	NM_026992
uc008llg.2	ENSMUST00000102555	Dnajc24	NR_033993
uc029udv.1	ENSMUST00000130634	Gm14015	NR_040637
uc008lll.2	ENSMUST00000123623	BB218582	NR_137201
uc008llq.1	ENSMUST00000028536	Arl14ep	NM_173750
uc008llr.1	ENSMUST00000028536	Arl14ep	NM_001025102
uc008lls.1	ENSMUST00000124598	Arl14ep	NM_173750
uc008llt.2	ENSMUST00000028533	Fshb	NM_008045
uc008llv.1	ENSMUST00000081631	Mettl15	NM_029790
uc008llw.1	ENSMUST00000147376	Mettl15	
uc008llx.1	ENSMUST00000138533	Mettl15	
uc012cav.1	ENSMUST00000146110	Platr8	NR_033473
uc008lmt.1	ENSMUST00000123633	Ccdc34os	NR_040508
uc029udy.1	ENSMUST00000123633	Ccdc34os	
uc008lmu.1	ENSMUST00000046233	Bbox1	NM_130452
uc008lmv.1	ENSMUST00000099626	Fibin	NM_026271
uc012caw.2	ENSMUST00000099623	Ano3	NM_001128103
uc008lmy.1	ENSMUST00000111019	Ano3	NM_001355245
uc008lnb.2	ENSMUST00000028577	4930430A15Rik	NM_026248
uc008lnc.1	ENSMUST00000099620	Olfr1275	NM_001011795
uc008lne.1	ENSMUST00000099619	Olfr1277	NM_146396
uc008lnj.1	ENSMUST00000099618	Olfr1282	NM_146907
uc008lnm.1	ENSMUST00000099617	Olfr1286	NM_207254
uc008lnq.1	ENSMUST00000099616	Olfr1290	NM_146262
uc008lnr.1	ENSMUST00000099614	Olfr1294	NM_146885
uc008lns.1	ENSMUST00000111004	Olfr1295	NM_146403
uc008lnt.1	ENSMUST00000099612	Olfr1297	NM_146888
uc008lnu.1	ENSMUST00000090322	Olfr1298	NM_146886
uc008loa.1	ENSMUST00000099609	Olfr1303	NM_146402
uc008lob.1	ENSMUST00000099608	Olfr1305	NM_146401
uc008loc.1	ENSMUST00000099607	Olfr1306	NM_001011803
uc008lod.1	ENSMUST00000099606	Olfr1307	NM_001011787
uc008loe.1	ENSMUST00000099605	Olfr1308	NM_207151
